,age,hrswork1,uhrswork,incwage,ran,wageW,LwageW,educ
3299-1,58,32,40,9205,0.406946521,184.1,5.215479088,11
3300-1,32,38,40,9805,0.36310032,204.2708333,5.319446728,12
3301-1,23,40,40,6405,0.334835611,123.1730769,4.813590496,12
3302-1,26,20,20,6005,0.710207503,115.4807692,4.749104016,14
3303-1,27,0,40,795,1.836488023,159,5.068904202,9
3304-1,18,25,30,605,0.905697234,60.5,4.102643365,12
3305-1,37,50,45,28005,0.661341008,538.5576923,6.288894626,12
3306-1,32,24,40,16005,0.619364902,307.7884615,5.729412734,16
3307-1,23,40,40,6005,1.910214312,150.125,5.01146828,12
3308-1,45,35,35,7615,1.75023824,146.4423077,4.986631547,5
3309-1,42,40,40,12005,0.295846723,300.125,5.704199055,17
3310-1,35,40,40,5355,0.296131242,191.25,5.253581473,16
3311-1,23,40,40,6765,1.486597583,130.0961538,4.868273822,14
3312-1,52,36,36,5295,0.72111655,115.1086957,4.745876862,12
3313-1,27,40,40,5295,1.94782624,101.8269231,4.623274539,12
3314-1,29,0,40,3305,1.461260952,110.1666667,4.701994371,14
3315-1,37,40,40,13005,0.95256744,250.0961538,5.521845459,8
3316-1,29,14,15,5005,1.838481519,96.25,4.566948973,16
3317-1,49,32,40,4345,1.838625874,86.9,4.464758032,10
3318-1,52,60,60,18485,0.5455059,462.125,6.135835417,17
3319-1,22,40,40,5505,1.487368718,105.8653846,4.662168331,12
3320-1,48,50,50,19245,1.838841941,370.0961538,5.913762847,14
3321-1,33,40,40,15585,1.83886243,299.7115385,5.702820474,15
3322-1,35,40,40,8005,1.932005864,153.9423077,5.036577907,12
3323-1,41,40,40,8905,1.838880591,171.25,5.143124477,11
3324-1,33,35,36,19005,1.873904839,500.1315789,6.214871222,18
3325-1,26,44,40,16005,1.919002738,307.7884615,5.729412734,15
3326-1,40,15,40,1905,0.712367706,119.0625,4.779648565,9
3327-1,25,40,40,9005,0.932512805,180.1,5.193512252,12
3328-1,31,38,38,9745,1.193278935,187.4038462,5.233265893,12
3329-1,30,40,40,14675,1.462182961,282.2115385,5.642656926,10
3330-1,50,40,40,12575,0.600999221,241.8269231,5.488222276,12
3331-1,23,40,40,6925,0.722853933,144.2708333,4.97169232,12
3332-1,45,35,35,6005,0.843774527,115.4807692,4.749104016,12
3333-1,57,40,40,12005,0.297920778,230.8653846,5.44183479,15
3334-1,45,32,16,7175,0.909445807,358.75,5.882625767,15
3335-1,30,40,40,805,0.383314677,115,4.744932128,15
3336-1,45,30,30,4805,1.189312432,92.40384615,4.526168603,12
3337-1,46,0,60,905,1.919772476,100.5555556,4.610710366,12
3338-1,24,40,40,8005,1.005635597,181.9318182,5.203631992,16
3339-1,24,40,40,7005,0.298610888,134.7115385,4.90313574,11
3340-1,33,39,34,6005,1.489176415,187.65625,5.234611832,12
3341-1,43,40,40,6005,1.489214599,115.4807692,4.749104016,12
3342-1,24,40,40,9885,1.215290744,190.0961538,5.247530017,12
3343-1,50,25,25,4505,1.920294482,112.625,4.724063716,12
3344-1,61,28,25,7305,1.840694807,140.4807692,4.945070606,16
3345-1,54,40,40,29005,0.299496576,557.7884615,6.323979789,12
3346-1,44,40,40,14005,1.154552214,269.3269231,5.595925969,14
3347-1,24,35,35,11905,0.299751759,283.452381,5.647044141,16
3348-1,26,42,40,10005,1.600543503,277.9166667,5.627321309,13
3349-1,25,42,40,14505,0.497398432,278.9423077,5.631004978,14
3350-1,47,40,40,15005,0.665607397,300.1,5.704115752,14
3351-1,31,40,40,7255,1.947057899,139.5192308,4.938202447,12
3352-1,30,40,40,10005,0.410427339,277.9166667,5.627321309,16
3353-1,37,35,35,29345,0.300026964,564.3269231,6.335633734,13
3354-1,27,40,40,1005,0.496383756,100.5,4.610157727,16
3355-1,45,25,40,23405,0.666471198,450.0961538,6.109461235,12
3356-1,48,40,40,17005,0.300472602,327.0192308,5.790018979,13
3357-1,62,40,40,13435,0.700622797,258.3653846,5.554374802,12
3358-1,42,40,40,18005,0.845718663,346.25,5.847161058,17
3359-1,37,40,43,17165,0.905821566,330.0961538,5.799383987,18
3360-1,38,35,35,7005,1.153147779,134.7115385,4.90313574,10
3361-1,55,40,40,6455,0.300698448,124.1346154,4.821366585,12
3362-1,32,40,40,11005,1.216483302,305.6944444,5.722586056,16
3363-1,40,12,12,1005,1.490814611,19.32692308,2.961499102,12
3364-1,26,40,30,5525,0.385612249,162.5,5.090678002,14
3365-1,24,40,40,9605,0.543667935,184.7115385,5.218795357,12
3366-1,25,40,40,6005,1.842455938,150.125,5.01146828,15
3367-1,53,40,40,9115,1.540752593,175.2884615,5.166432969,12
3368-1,28,0,35,12005,1.008074265,260.9782609,5.564437112,16
3369-1,63,35,35,12825,1.976567786,246.6346154,5.507907951,12
3370-1,21,30,29,2005,0.682214275,62.65625,4.137663437,12
3371-1,48,40,40,6005,0.301387627,115.4807692,4.749104016,15
3372-1,60,40,40,10005,1.252307091,192.4038462,5.259596528,10
3373-1,41,23,30,5005,1.865497325,96.25,4.566948973,12
3374-1,36,36,32,4995,0.847623684,96.05769231,4.564948973,12
3375-1,20,0,40,3365,1.14424061,120.1785714,4.788978732,10
3376-1,43,44,21,2005,0.932717696,66.83333333,4.202201958,10
3377-1,43,40,40,8705,1.541188452,174.1,5.159629847,8
3378-1,35,10,20,1505,0.30185841,53.75,3.984343667,12
3379-1,52,40,40,5965,0.30188309,119.3,4.781641329,12
3380-1,25,0,30,305,0.301895663,76.25,4.334017415,12
3381-1,47,0,40,2285,0.626272988,142.8125,4.961532581,12
3382-1,43,40,40,4005,0.902492087,166.875,5.117245029,16
3383-1,36,36,40,8005,1.873784233,153.9423077,5.036577907,12
3384-1,19,40,16,2205,1.662170514,55.125,4.009603334,12
3385-1,37,40,40,10505,1.692349091,218.8541667,5.388405602,14
3386-1,26,40,25,6505,1.010255888,180.6944444,5.196807452,16
3387-1,54,40,40,12855,1.494097989,247.2115385,5.510244401,11
3388-1,47,14,35,3855,0.413188245,240.9375,5.484537564,12
3389-1,35,40,40,8005,0.583974645,153.9423077,5.036577907,11
3390-1,33,48,48,15005,0.44804858,288.5576923,5.664895039,16
3391-1,35,40,40,18005,1.54246483,346.25,5.847161058,12
3392-1,20,40,40,505,1.475360245,14.02777778,2.641039491,12
3393-1,37,40,40,14005,1.84418587,269.3269231,5.595925969,12
3394-1,37,46,46,18005,1.494747587,473.8157895,6.160818616,18
3395-1,46,60,60,6305,0.757167116,121.25,4.79785453,12
3396-1,43,38,38,5775,0.41944487,444.2307692,6.096344178,9
3397-1,55,40,40,16005,1.906766556,307.7884615,5.729412734,12
3398-1,21,40,40,7005,0.897577032,134.7115385,4.90313574,12
3399-1,21,0,40,9025,0.849618576,173.5576923,5.156510065,12
3400-1,37,40,40,14005,0.303963665,350.125,5.858290234,16
3401-1,18,40,40,365,1.495466102,45.625,3.820455812,12
3402-1,29,20,40,6125,1.331557985,170.1388889,5.136615097,10
3403-1,49,40,40,12935,0.849870965,248.75,5.516448376,12
3404-1,27,0,35,1605,1.495616045,100.3125,4.608290313,10
3405-1,24,0,40,7205,1.726667862,150.1041667,5.011329498,12
3406-1,26,28,35,1445,1.495878212,481.6666667,6.177252312,9
3407-1,23,20,20,4295,1.99054461,107.375,4.67632738,16
3408-1,33,5,16,65,0.996435992,32.5,3.481240089,16
3409-1,40,30,40,2005,1.496152952,100.25,4.607667066,16
3410-1,35,40,40,9005,0.305234455,173.1730769,5.154291539,14
3411-1,36,40,40,10505,0.729165506,202.0192308,5.308362895,13
3412-1,41,40,40,9005,1.953342929,173.1730769,5.154291539,12
3413-1,23,59,40,8005,1.094995532,153.9423077,5.036577907,12
3414-1,27,40,40,20005,1.884557307,384.7115385,5.952493803,12
3415-1,44,40,40,9005,0.494584907,173.1730769,5.154291539,12
3416-1,46,40,40,6805,1.124335919,130.8653846,4.874169197,7
3417-1,31,45,40,17705,0.451324042,340.4807692,5.830358646,13
3418-1,33,32,30,6005,0.850953162,115.4807692,4.749104016,17
3419-1,29,48,40,6605,1.931443345,165.125,5.106702763,18
3420-1,50,40,40,6505,1.95927918,125.0961538,4.829082672,12
3421-1,34,16,30,815,0.844234135,163,5.093750201,12
3422-1,30,40,40,12005,0.519528985,266.7777778,5.586416019,12
3423-1,57,38,40,15015,1.497440971,288.75,5.665561262,14
3424-1,18,15,8,1005,1.877586357,37.22222222,3.616905954,12
3425-1,23,55,41,7005,1.98629545,140.1,4.942356453,17
3426-1,45,40,40,8505,0.852181576,163.5576923,5.097165786,8
3427-1,49,40,40,9845,0.873811543,189.3269231,5.243475272,13
3428-1,43,35,35,9005,1.085004304,180.1,5.193512252,18
3429-1,20,31,30,6005,0.570987351,115.4807692,4.749104016,11
3430-1,28,40,40,13305,1.928351354,255.8653846,5.544651465,16
3431-1,52,0,35,1685,1.959836576,153.1818182,5.03162557,11
3432-1,37,35,35,7105,0.730498694,157.8888889,5.061891551,10
3433-1,36,25,20,3005,1.221960876,60.1,4.096009842,16
3434-1,37,0,18,9005,1.526719425,900.5,6.802950165,12
3435-1,34,0,36,6335,0.365298241,395.9375,5.981256371,12
3436-1,59,40,40,18005,1.015753951,346.25,5.847161058,12
3437-1,42,40,40,8505,1.498412341,163.5576923,5.097165786,12
3438-1,42,12,12,1525,1.848558895,29.32692308,3.37850597,8
3439-1,27,0,40,5405,1.016048715,150.1388889,5.011560792,14
3440-1,43,40,40,6905,0.852994155,575.4166667,6.355094416,13
3441-1,25,40,50,15505,1.848856453,310.1,5.736894826,16
3442-1,55,38,38,6405,1.498999074,160.125,5.07595476,12
3443-1,25,45,60,13015,1.356225926,250.2884615,5.522614099,16
3444-1,20,40,40,8645,1.265415922,166.25,5.11349268,14
3445-1,57,40,40,6005,1.929903869,120.1,4.788324729,9
3446-1,56,0,30,1005,1.84933003,25.125,3.223863366,12
3447-1,33,32,32,6745,0.307717361,129.7115385,4.86531305,12
3448-1,20,40,40,8045,0.393877272,154.7115385,5.041562341,12
3449-1,33,32,24,305,0.307831448,76.25,4.334017415,12
3450-1,19,40,40,3705,0.905114226,142.5,4.959342,12
3451-1,44,40,40,7105,1.930683386,161.4772727,5.084364407,14
3452-1,18,4,4,245,1.743686851,12.25,2.505525937,11
3453-1,22,42,40,7005,0.361551065,200.1428571,5.299031397,12
3454-1,26,40,40,13145,0.498129986,262.9,5.571773732,12
3455-1,34,20,40,7005,1.548240427,140.1,4.942356453,20
3456-1,24,40,40,20005,0.308705028,384.7115385,5.952493803,12
3457-1,33,45,15,8005,0.36194222,153.9423077,5.036577907,12
3458-1,31,43,42,12245,1.500296872,235.4807692,5.461629251,14
3459-1,24,42,40,8005,1.851194538,153.9423077,5.036577907,11
3460-1,35,40,40,10005,0.566230156,192.4038462,5.259596528,15
3461-1,33,40,40,25005,0.819900539,480.8653846,6.175587365,16
3462-1,29,40,40,5225,1.005367842,130.625,4.872330623,12
3463-1,29,44,49,14005,1.989232842,291.7708333,5.675968677,16
3464-1,56,40,40,18005,1.017780975,346.25,5.847161058,16
3465-1,30,48,49,7705,0.309837982,157.244898,5.05780445,9
3466-1,56,11,11,2005,0.749284867,83.54166667,4.425345509,12
3467-1,36,0,48,11005,0.499235466,211.6346154,5.354861275,10
3468-1,25,0,40,9325,0.396000687,186.5,5.228431239,9
3469-1,57,40,40,12005,0.499398913,250.1041667,5.521877498,14
3470-1,19,12,20,1005,0.396487769,50.25,3.917010547,12
3471-1,18,0,40,1435,1.163751353,119.5833333,4.784013478,12
3472-1,23,40,40,9865,1.852517948,189.7115385,5.2455047,12
3473-1,55,48,48,11485,1.970401034,229.7,5.43677411,18
3474-1,22,0,35,6865,0.310461968,152.5555556,5.027528828,16
3475-1,31,35,35,9705,1.852574293,186.6346154,5.229152777,12
3476-1,20,40,40,3665,0.310630538,91.625,4.51770416,12
3477-1,49,35,35,3925,0.55808248,103.2894737,4.63753547,6
3478-1,23,9,20,1645,0.558109488,31.63461538,3.454251945,12
3479-1,26,37,37,15505,0.310710631,298.1730769,5.697674113,17
3480-1,39,40,40,3005,0.856322236,62.60416667,4.136831836,9
3481-1,50,40,40,6765,0.734813977,130.0961538,4.868273822,0
3482-1,22,12,15,2935,1.544920728,56.44230769,4.033219014,15
3483-1,26,37,37,11495,1.5029856,302.5,5.712081277,16
3484-1,62,40,40,9865,0.39724214,189.7115385,5.2455047,12
3485-1,42,38,40,11555,0.310961157,1650.714286,7.408963374,12
3486-1,27,43,40,9005,1.503210515,173.1730769,5.154291539,12
3487-1,34,44,40,6525,0.857242849,130.5,4.871373227,12
3488-1,25,4,3,405,1.91427255,10.125,2.315007613,12
3489-1,19,24,15,2005,1.228009351,51.41025641,3.939837694,13
3490-1,19,38,38,10505,1.003028825,202.0192308,5.308362895,12
3491-1,32,16,16,2005,1.589186955,38.55769231,3.652155621,12
3492-1,35,35,35,7005,0.656282529,134.7115385,4.90313574,12
3493-1,65,40,40,8505,0.857525039,163.5576923,5.097165786,9
3494-1,45,40,40,20005,0.364718493,384.7115385,5.952493803,12
3495-1,45,40,45,12805,0.311715528,246.25,5.50634728,13
3496-1,25,45,40,9205,0.857777428,177.0192308,5.176258375,13
3497-1,31,16,16,4625,0.311855227,88.94230769,4.487987931,17
3498-1,28,35,99,16505,1.420691609,317.4038462,5.760174926,12
3499-1,19,56,40,5005,1.216079574,96.25,4.566948973,12
3500-1,22,42,42,8005,1.854474191,153.9423077,5.036577907,12
3501-1,28,50,50,14005,1.854528673,269.3269231,5.595925969,12
3502-1,49,40,40,8005,0.379224773,166.7708333,5.116620615,12
3503-1,46,20,20,2005,0.312470365,77.11538462,4.345302802,12
3504-1,20,15,15,655,0.652518123,54.58333333,3.999728586,14
3505-1,20,40,40,5705,0.973403454,109.7115385,4.697854544,13
3506-1,36,32,40,4505,1.052865759,86.63461538,4.461699451,10
3507-1,47,0,34,1205,1.343413722,100.4166667,4.609328196,12
3508-1,46,23,23,2005,0.923463609,38.55769231,3.652155621,12
3509-1,30,38,38,17165,1.178625505,330.0961538,5.799383987,12
3510-1,21,40,40,4205,1.854891889,161.7307692,5.085933034,15
3511-1,56,0,40,7985,1.8550721,285.1785714,5.65311555,12
3512-1,31,40,40,3645,1.855094917,70.09615385,4.249867926,14
3513-1,18,15,30,2025,0.379997771,38.94230769,3.662081261,11
3514-1,33,45,45,16185,1.650333405,311.25,5.740596448,16
3515-1,58,40,40,6005,0.514178071,115.4807692,4.749104016,10
3516-1,34,23,75,8305,1.230044756,230.6944444,5.441094084,16
3517-1,20,40,40,5005,1.133101992,104.2708333,4.646991681,12
3518-1,31,40,40,13825,0.626889523,265.8653846,5.582990108,18
3519-1,19,0,15,215,1.855799463,10.75,2.374905755,14
3520-1,29,40,40,16005,0.562168192,307.7884615,5.729412734,18
3521-1,43,55,28,7805,0.65790955,150.0961538,5.011276114,12
3522-1,62,36,36,5085,0.314541161,105.9375,4.662849298,16
3523-1,58,40,40,18525,1.230678055,356.25,5.875632732,12
3524-1,57,40,40,155,1.856330782,2.980769231,1.092181398,12
3525-1,25,45,40,7715,0.860038213,148.3653846,4.999678046,16
3526-1,29,40,40,9005,0.356511679,180.1,5.193512252,12
3527-1,58,35,35,11005,0.315013807,211.6346154,5.354861275,12
3528-1,35,38,35,13205,0.401010271,253.9423077,5.537107106,14
3529-1,23,53,50,13005,1.506951172,250.0961538,5.521845459,12
3530-1,34,50,50,3605,1.209929585,69.32692308,4.238833331,12
3531-1,51,40,40,16005,0.739834271,307.7884615,5.729412734,16
3532-1,51,0,42,16405,0.315460376,420.6410256,6.041779799,16
3533-1,34,38,40,5395,1.507890876,192.6785714,5.261023368,12
3534-1,42,40,40,10205,0.860904809,268.5526316,5.593046916,12
3535-1,23,40,40,4955,1.749927178,117.9761905,4.770482828,13
3536-1,18,40,40,4005,1.0935748,125.15625,4.829562957,12
3537-1,23,40,40,6715,0.928280409,129.1346154,4.86085539,12
3538-1,25,20,20,6005,0.56355074,115.4807692,4.749104016,14
3539-1,61,40,40,7365,0.316245016,153.4375,5.033293318,10
3540-1,60,35,35,11575,1.857564319,222.5961538,5.40535916,14
3541-1,28,40,40,3505,0.316264573,103.0882353,4.635585275,14
3542-1,30,44,45,27005,1.857974101,519.3269231,6.252533594,16
3543-1,23,35,40,6505,1.918576658,125.0961538,4.829082672,16
3544-1,22,40,30,1205,1.487390604,48.2,3.875359021,15
3545-1,30,40,40,5005,0.316559337,125.125,4.829313238,12
3546-1,57,32,40,2005,0.889644492,77.11538462,4.345302802,8
3547-1,51,38,38,12505,1.63075747,250.1,5.521860838,13
3548-1,46,4,8,1205,1.858498901,33.47222222,3.510715907,10
3549-1,61,40,40,18955,1.274936367,394.8958333,5.978622017,14
3550-1,28,40,50,7005,0.54872036,134.7115385,4.90313574,14
3551-1,28,40,40,7505,0.731049106,144.3269231,4.972081025,9
3552-1,40,45,45,26005,1.007799525,500.0961538,6.214800388,16
3553-1,36,52,11,2305,1.404809766,44.32692308,3.791592237,9
3554-1,24,40,45,10005,0.952094793,500.25,6.215107973,11
3555-1,36,40,40,4005,1.509369817,133.5,4.894101478,15
3556-1,49,20,20,8005,0.507624354,153.9423077,5.036577907,12
3557-1,51,40,40,11505,0.428321306,221.25,5.399293284,15
3558-1,48,45,45,1805,1.256523654,47.5,3.860729711,16
3559-1,22,40,35,685,0.317487866,68.5,4.226833745,16
3560-1,32,40,40,6625,0.317506492,127.4038462,4.847361932,13
3561-1,21,25,15,1115,0.833605416,371.6666667,5.917997395,9
3562-1,28,35,35,9435,1.786823384,188.7,5.240158452,12
3563-1,33,32,36,5755,1.943186391,110.6730769,4.706580603,12
3564-1,40,40,36,9605,1.53219793,192.1,5.25801607,14
3565-1,18,24,25,4105,0.864197966,78.94230769,4.368717303,9
3566-1,20,0,20,1505,1.737296116,75.25,4.320815904,15
3567-1,25,35,35,8685,0.597086735,271.40625,5.603616776,16
3568-1,21,40,40,7805,1.770141535,150.0961538,5.011276114,12
3569-1,40,40,40,3335,0.3180434,64.13461538,4.16098424,12
3570-1,34,8,36,4005,0.318190549,77.01923077,4.344055141,12
3571-1,57,40,40,11935,1.570693683,229.5192308,5.43598682,14
3572-1,21,40,40,12005,0.318764709,230.8653846,5.44183479,12
3573-1,39,0,30,7005,0.481628813,134.7115385,4.90313574,12
3574-1,56,10,15,4925,1.111565623,94.71153846,4.550835835,15
3575-1,33,0,40,14005,1.860542689,350.125,5.858290234,7
3576-1,39,25,25,3705,0.319313724,92.625,4.528559084,12
3577-1,22,38,38,7005,0.319394283,134.7115385,4.90313574,13
3578-1,34,40,40,16005,0.465204008,307.7884615,5.729412734,12
3579-1,31,40,40,9205,0.975733157,230.125,5.43862264,16
3580-1,24,40,40,2605,0.687924679,124.047619,4.820665516,17
3581-1,37,42,40,11705,0.56738127,225.0961538,5.416527661,12
3582-1,22,40,40,8005,0.430467073,153.9423077,5.036577907,12
3583-1,45,19,19,2605,0.465929974,65.125,4.1763085,13
3584-1,26,18,40,1535,0.542775728,95.9375,4.563696938,12
3585-1,40,30,30,4505,0.510258134,86.63461538,4.461699451,12
3586-1,21,40,40,435,0.688340515,15,2.708050201,13
3587-1,34,40,40,10005,0.319903251,192.4038462,5.259596528,11
3588-1,52,40,40,11005,0.567974057,211.6346154,5.354861275,12
3589-1,57,40,40,6005,0.585662667,115.4807692,4.749104016,6
3590-1,31,22,15,5805,1.57842692,111.6346154,4.715231176,12
3591-1,21,0,40,10085,0.352488365,210.1041667,5.347603439,11
3592-1,53,40,40,6005,0.577316619,115.4807692,4.749104016,12
3593-1,65,15,15,3405,1.51270628,94.58333333,4.54948128,11
3594-1,23,25,25,3705,0.407370273,71.25,4.266194819,13
3595-1,32,0,20,6005,0.55465335,115.4807692,4.749104016,18
3596-1,46,40,40,10005,0.895886216,285.8571429,5.655492186,16
3597-1,51,0,40,8005,1.942966133,153.9423077,5.036577907,12
3598-1,29,35,35,9965,0.4499848,191.6346154,5.255590514,12
3599-1,25,0,40,7905,0.782720745,158.1,5.063227744,12
3600-1,46,24,4,5505,0.321362633,105.8653846,4.662168331,12
3601-1,39,40,40,5005,0.321487896,96.25,4.566948973,12
3602-1,37,40,40,10005,1.862732694,192.4038462,5.259596528,13
3603-1,36,0,40,12005,1.923089847,240.1,5.481055503,13
3604-1,54,40,40,10325,0.321615487,198.5576923,5.291079699,12
3605-1,28,0,40,8305,1.86287472,173.0208333,5.153412011,13
3606-1,22,40,40,1705,1.109529752,142.0833333,4.95641374,13
3607-1,57,40,40,8005,0.322302338,153.9423077,5.036577907,12
3608-1,59,40,40,2405,1.537682023,66.80555556,4.201786244,8
3609-1,26,45,42,12815,0.569690485,246.4423077,5.50712792,16
3610-1,18,20,20,4365,1.32495258,87.3,4.469350463,12
3611-1,46,40,40,14305,1.47508597,275.0961538,5.617120687,12
3612-1,32,27,30,12005,0.569758005,230.8653846,5.44183479,13
3613-1,48,40,40,14005,1.943869051,269.3269231,5.595925969,18
3614-1,50,0,40,5005,0.408397522,208.5416667,5.340138861,0
3615-1,49,32,40,4005,0.898495317,83.4375,4.424097849,11
3616-1,58,32,40,16005,0.37406804,326.6326531,5.788836154,11
3617-1,62,15,21,5175,0.460458919,110.106383,4.701447016,11
3618-1,35,0,40,7805,1.514703967,390.25,5.966787559,11
3619-1,22,40,40,8505,1.864453312,163.5576923,5.097165786,12
3620-1,29,7,30,1305,1.969702542,25.09615385,3.222714601,12
3621-1,33,55,58,13005,1.864510123,250.0961538,5.521845459,12
3622-1,42,35,35,23005,1.030961517,575.125,6.354587408,17
3623-1,33,32,35,14005,1.048286445,269.3269231,5.595925969,12
3624-1,46,20,20,2485,0.73706964,69.02777778,4.234509,8
3625-1,37,40,40,8705,0.388490036,167.4038462,5.120409134,10
3626-1,23,0,40,2005,0.32481458,250.625,5.523957798,8
3627-1,38,40,40,15905,1.659840345,305.8653846,5.723145086,16
3628-1,39,40,32,5005,1.865156461,131.7105263,4.880606532,13
3629-1,36,40,40,8105,0.612779986,155.8653846,5.048992716,11
3630-1,19,24,20,5265,0.461672433,175.5,5.167639043,12
3631-1,23,0,35,7435,0.32522995,142.9807692,4.96271014,12
3632-1,38,20,20,16005,0.60231518,333.4375,5.809455441,17
3633-1,20,40,40,3005,0.595857855,93.90625,4.542296944,14
3634-1,22,38,45,8825,1.35916518,200.5681818,5.301154248,12
3635-1,32,40,40,12545,1.865911298,241.25,5.48583374,15
3636-1,45,38,38,17005,1.114797313,327.0192308,5.790018979,17
3637-1,29,20,30,7505,1.516109798,187.625,5.23444529,17
3638-1,40,40,40,7085,0.523066148,136.25,4.914491434,14
3639-1,49,16,16,5005,0.733728055,125.125,4.829313238,9
3640-1,38,44,40,9305,0.777577981,193.8541667,5.267106158,12
3641-1,46,20,30,8665,1.487664878,166.6346154,5.115803484,15
3642-1,43,40,40,11155,0.652803574,214.5192308,5.368399388,12
3643-1,31,40,40,14005,0.375845004,269.3269231,5.595925969,13
3644-1,20,32,20,505,0.326376874,42.08333333,3.739651779,14
3645-1,48,40,45,10005,0.672974158,192.4038462,5.259596528,12
3646-1,20,32,40,3995,1.516633667,124.84375,4.827062955,12
3647-1,29,55,55,23005,1.033527777,442.4038462,6.092223144,12
3648-1,44,3,12,6205,0.871958211,119.3269231,4.781866979,12
3649-1,24,52,55,6005,0.559200998,115.4807692,4.749104016,12
3650-1,38,32,38,7005,1.516683958,152.2826087,5.025738062,12
3651-1,62,38,38,21325,0.494681764,410.0961538,6.016391654,12
3652-1,34,40,40,9505,0.327312388,211.2222222,5.352910765,10
3653-1,25,42,40,17005,0.559389591,327.0192308,5.790018979,15
